business_id,name,city,avg_rating,reviews_in_dataset,median_price,positive_sentiment_pct,yelp_rating,total_yelp_reviews
-BdYhP-12elmFV7oB1iv4A,Corner Tap Room,Santa Barbara,4.795454545454546,44,,90.9090909090909,5.0,41
vyyr3G874jpRYSQo2KPZow,Cristino's Bakery,Goleta,4.791666666666667,120,1.0,95.83333333333334,5.0,117
L4-_gPiqsuX50JN_-qUhNQ,Jeannine’s American Bakery & Restaurant,Santa Barbara,4.780487804878049,41,2.0,95.1219512195122,5.0,41
Q54wPRfbmO8egJeVTmSkYQ,Che Argentinian Empanadas,Carpinteria,4.777777777777778,18,,94.44444444444444,5.0,17
6acxMT_WGbA-cUN5RXpIfw,Momma Donna,Santa Barbara,4.777777777777778,18,2.0,94.44444444444444,5.0,16
POSwCH5XrPTMRILJaNAjAQ,Champagne Room,Santa Barbara,4.771428571428571,35,2.0,91.42857142857143,5.0,35
D5n8XvQqC_vzOCi63wNChQ,Eastside Deli,Truckee,4.769230769230769,26,1.0,96.15384615384616,5.0,26
JxVPdQrAac7qNUnwse7xcw,L's Kitchen,Santa Barbara,4.769230769230769,13,1.0,92.3076923076923,5.0,13
1oGCzoCC6HnQWpdK9cCP0g,Low Pigeon Coffee Roasters,Santa Barbara,4.76595744680851,94,2.0,93.61702127659575,5.0,93
fiQxkb1pfPpvrr0oYYYBcA,The Daisy Restaurant,Santa Barbara,4.764705882352941,102,2.0,92.15686274509804,5.0,98
g9MWxLxQdADqja0qN1HKkQ,Carp Kitchen & Grocery,Carpinteria,4.764705882352941,17,2.0,88.23529411764706,5.0,16
xUd0QOyVzx9SQhWulcOPAw,Book Ends Cafe,Santa Barbara,4.761904761904762,63,1.0,96.82539682539682,5.0,61
PFEC0Z-5rT7l_DR6cySCOQ,The Tully,Santa Barbara,4.7368421052631575,19,1.0,94.73684210526315,4.5,18
WVNkMz4sEl35swjVtKHOFw,Alessia Patisserie & Cafe ,Santa Barbara,4.730434782608696,115,2.0,94.78260869565217,4.5,112
3fpAmsSuEFNF29UUPpgwlw,Spudnuts & Bagels,Santa Barbara,4.73,300,1.0,94.33333333333334,4.5,292
ZzI68qUPwySLG3pFeQxg6A,Sade Turkish Coffee & Delights,Carpinteria,4.7272727272727275,22,,95.45454545454545,4.5,20
4IqrY1mXK65HgrrgkpE-cw,Sushi | Bar Montecito,Montecito,4.72093023255814,86,4.0,91.86046511627907,4.5,84
df_UStxBFDYNSd-ngoR1-w,Draughtsmen Aleworks,Goleta,4.72,75,1.0,94.66666666666667,4.5,75
kwqXOtLCbNjgvwuMj4H1AQ,Montecito Gourmet by Village Cheese & Wine,Santa Barbara,4.714285714285714,70,1.0,94.28571428571428,4.5,70
7kLn2XsFwyJ-yFn4qx40TQ,Buena Onda at Mosaic Locale,Santa Barbara,4.714285714285714,35,,91.42857142857143,4.5,35
L7-PPe0fj-6U7qq31vjWnQ,Rincon Beach Bar,Carpinteria,4.707964601769912,113,,90.2654867256637,4.5,110
_ywevgEtI1SpZBtY3rILRg,Isabella Gourmet Foods,Santa Barbara,4.705882352941177,17,2.0,94.11764705882352,4.5,17
WrU1ZYN4jlYcL5mvJrQsCQ,Night Lizard Brewing Company,Santa Barbara,4.705882352941177,136,2.0,95.58823529411765,4.5,133
Qh4SE3580B-nnH3DwuAXOA,Cafe Zoma,Goleta,4.7,10,1.0,90.0,4.5,10
IoAubn7CpU2rqcURxUo1MA,Barb's Pies,Santa Barbara,4.6982248520710055,169,2.0,94.0828402366864,4.5,166
u9oG6CVhS9dJR5ZHS5q23A,The Little Things Bakery,Santa Barbara,4.6940298507462686,134,2.0,90.29850746268657,4.5,127
9MsMKG0v3NstaPqKGYFVOw,Corazon Cocina,Santa Barbara,4.6923076923076925,39,2.0,89.74358974358975,4.5,39
Umywf9wstVwg30wROIrL_Q,Oveja Blanca Restaurante,Santa Barbara,4.680851063829787,47,3.0,85.1063829787234,4.5,47
UQZe-qWOpGiyEPsTUko5Rg,Rascal's Vegan Food,Santa Barbara,4.68,25,,92.0,4.5,25
P5cgKbK-cQqqZj0I3_DW0g,Roost,Santa Barbara,4.67948717948718,78,,93.58974358974359,4.5,73
nMn4CTJQPXqpgLltYQrxMA,Cajé Coffee Roasters - Haley St,Santa Barbara,4.679012345679013,243,2.0,92.18106995884774,4.5,240
RIXWht1pZG8pe1SJk5hhXw,Poke Theory SB,Goleta,4.672727272727273,55,2.0,92.72727272727272,4.5,54
M3LZKA-tVFRJyPeKA3_2OA,Merci To Go,Santa Barbara,4.666666666666667,9,2.0,100.0,4.5,9
syuKX2pH3JJhOOppzNI6SA,Yoichi's,Santa Barbara,4.647668393782383,193,4.0,90.15544041450777,4.5,184
0iHHsSqphxrBWWecYEJcuQ,Cajé Coffee - Arlington St,Santa Barbara,4.638888888888889,72,2.0,94.44444444444444,4.5,72
qvXw3V4_9Pu4E7Qoi7-cKA,Fala Bar,Santa Barbara,4.633802816901408,71,2.0,91.54929577464789,4.5,70
m4kvY0viCwxqRtgOycnKVQ,Mony's Mexican Food,Santa Barbara,4.6313775510204085,784,1.0,91.58163265306123,4.5,768
S8saWaZlToeNoloR2fMrAQ,Grassini Family Vineyards,Santa Barbara,4.63030303030303,165,2.0,90.30303030303031,4.5,161
QBNATcq7Stx9LxcSq16W7w,Jamie Slone Wines,Santa Barbara,4.629107981220657,213,2.0,93.89671361502347,4.5,210
304FY8qhcOpm9SIkrzmhoQ,Reunion Kitchen + Drink,Santa Barbara,4.629032258064516,62,2.0,90.32258064516128,4.5,61
uEv1I-0r82Krj4eEysjC4A,Red Kettle Coffee,Summerland,4.629032258064516,124,2.0,93.54838709677419,4.5,122
1U8Kt44FIkC7RnJsNjaMTA,Teru Japanese Cuisine,Santa Barbara,4.628571428571429,35,,88.57142857142857,4.5,34
jMlE4wvspc0J-oN-SYUjQw,Glass House-Cocktail Garden,Santa Barbara,4.627118644067797,59,2.0,91.52542372881356,4.5,59
WIH1ptTMD7aII_qfeVeaRg,El Rincon Alteno,Santa Barbara,4.615384615384615,13,,92.3076923076923,4.5,13
d0E938M2_4kcuULUdnj-Xw,Brass Bear Brewing & Bistro,Santa Barbara,4.614545454545454,275,2.0,93.81818181818183,4.5,269
IZZ7J14VnJGyUqYH1tgT6w,Satellite,Santa Barbara,4.613496932515337,163,2.0,90.1840490797546,4.5,159
-I7M6l0h46VdiN09Y1NUZw,Apna Indian Kitchen,Santa Barbara,4.6117647058823525,255,2.0,88.62745098039215,4.5,246
PUDTWmMzevJdvsueEmnYqw,Hochaya,Goleta,4.611111111111111,36,,86.11111111111111,4.5,35
hlb7WwqcCijqqbp8zye1dw,Noemi Pizza Romana,Santa Barbara,4.609756097560975,41,,82.92682926829268,4.5,41
LsniEK_m_Jbj7JMbT4eRxQ,101 Deli,Santa Barbara,4.607142857142857,28,1.0,85.71428571428571,4.5,28
f3eve2cxUIzyanWnHdMtFQ,Corazon Cocina,Santa Barbara,4.601907032181168,839,2.0,88.91537544696067,4.5,813
3cnjGli5iwGsUF06Dne9Yg,Challwa,Santa Barbara,4.6,5,,100.0,4.5,5
g5J9OJ5e8SgLYd2DL8_K9w,Disfruta,Goleta,4.6,10,,90.0,4.5,10
GQue4Nouo2Mg5R2GotVS7w,Big Yellow House,Summerland,4.6,10,,60.0,4.5,10
cBZJKUdFNSKHLI27Efy-uQ,GoToCafe,Goleta,4.6,5,2.0,80.0,4.5,5
GEGTsaKaO1R9fFB4sGS5qw,Santa Barbara Food Connection,Goleta,4.6,10,,90.0,4.5,10
MG0IlmvAILSzRE4E1gk5hA,Tacos El Rey,Santa Barbara,4.590909090909091,66,1.0,92.42424242424242,4.5,66
4kfbEcAMepvkjt3H7INYBg,The Good Lion,Santa Barbara,4.584045584045584,351,2.0,91.16809116809117,4.5,344
e76uCbhmK8oqAtYAkxB2Qg,Armada Wine & Beer Merchant,Santa Barbara,4.581818181818182,55,2.0,90.9090909090909,4.5,53
Kg71HUigI1rnY3UMFiLx0w,Tangonadas,Santa Barbara,4.579710144927536,69,1.0,89.85507246376811,4.5,67
ZYqNIWch6Ik9wLZCa1hxkw,Tacos Pipeye,Santa Barbara,4.577142857142857,175,1.0,91.42857142857143,4.5,171
3rzlcCvPUJ56jvYWl7iGvA,Modern Times Kitchen,Santa Barbara,4.574074074074074,54,2.0,92.5925925925926,4.5,54
bFWH7wlto7jjjwce5ZV--A,Home Plate Grill,Goleta,4.573221757322176,239,2.0,90.7949790794979,4.5,227
PWWGbkPC_agn-4s1Hv1W5A,Handlebar Coffee Roasters,Santa Barbara,4.571830985915493,1065,2.0,91.07981220657277,4.5,1048
tf6S06LD09IFDHUpOPqPaw,East Beach Tacos,Santa Barbara,4.570934256055363,867,2.0,90.77277970011534,4.5,856
_swrAjNgk60HIGLVzHiqmA,Khao Kaeng by Empty Bowl Gourmet Noodle Bar,Montecito,4.566037735849057,53,2.0,86.79245283018868,4.5,51
p6yHZaiijFq4b4P3sYSRjA,Merci Montecito,Montecito,4.5588235294117645,34,,85.29411764705883,4.5,34
NTLvzcGNm4IUF_yXIwIhvA,Thario's Kitchen,Carpinteria,4.556338028169014,142,2.0,86.61971830985915,4.5,131
0RxU5OglQyPVtLKC1LPgsA,Bree'osh,Santa Barbara,4.555772994129159,511,2.0,87.866927592955,4.5,497
GR9fdito21ebH62tG8o_Yg,Palmieri's Cocktail Lounge,Santa Barbara,4.555555555555555,9,1.0,100.0,4.5,9
HMRiG6zL_q2u8e8IqUmQvg,Mr. Pickle's Sandwich Shop,Isla Vista,4.555555555555555,9,1.0,100.0,4.5,9
_P-0kP5DboEd5p0OqDorFA,Wine + Beer,Santa Barbara,4.55,40,2.0,95.0,4.5,39
2-cH9tqCu3yHRJJoKTYjHw,European Deli,Goleta,4.545454545454546,11,1.0,81.81818181818183,4.5,10
bVaRZDHkWdsHuARGxxpREw,Sushi Bar 29,Santa Barbara,4.540816326530612,98,2.0,87.75510204081633,4.5,97
iHdrLu8deF5GceB0V1rPhA,Oliver's,Santa Barbara,4.538940809968848,321,3.0,86.6043613707165,4.5,313
KMuVQ8E4VIhdjwDo5jPPcg,Montecito Confections,Montecito,4.538461538461538,26,2.0,76.92307692307693,4.5,26
_v3DcLatG70adfYzWTd-CQ,Pacific Health Foods,Carpinteria,4.536082474226804,97,2.0,89.69072164948454,4.5,97
1Du1NruqJwxnzgEUHc42Jw,SB Sunshine Cafe,Santa Barbara,4.535211267605634,213,2.0,87.32394366197182,4.5,208
Ukn2qaxEP0sbjoiwn2LwhA,Onus Donuts,Santa Barbara,4.526315789473684,38,,89.47368421052632,4.5,37
_ecVi-tVoaKHKYxNkxFj7w,Dave's Dogs Grill,Santa Barbara,4.525065963060686,379,1.0,87.86279683377309,4.5,365
9kfN12wVGnKo54AaRjz0vQ,Guicho's Eatery,Carpinteria,4.524861878453039,181,2.0,83.42541436464089,4.5,179
v4AMcIZ--hXZuJIg3luUgg,Tamira,Santa Barbara,4.519447929736512,797,2.0,88.33124215809285,4.5,778
E6HHiJMCpTkjOsSly3kzeA,The Imperial,Goleta,4.511627906976744,129,2.0,86.82170542635659,4.5,128
uO39--k_hrCFgZh-Bl8m8A,Taqueria Cuernavaca,Santa Barbara,4.509661835748792,414,2.0,91.54589371980676,4.5,409
q36uZc2hQml10YGHazJaoQ,Secret Bao,Santa Barbara,4.503311258278146,151,,92.05298013245033,4.5,145
nx01nL2of3ngBwA6XZYqEg,Hotdog Mini Mart,Santa Barbara,4.5,6,1.0,83.33333333333334,4.5,5
Stx8fUjg_m0-CAcT2NJCNQ,A Healthy Life,Carpinteria,4.5,10,2.0,90.0,4.5,10
7o-p4IlitJ-SbSCZ84vHqQ,Campus Point Coffee,Goleta,4.5,10,1.0,90.0,4.5,10
mYofSuxrIrPS2Gjsu-ZI4w,Eller's Donut House,Santa Barbara,4.5,48,1.0,91.66666666666666,4.5,47
UBK6zb5-XUETfVzYkRTj1Q,Lab Social,Santa Barbara,4.5,40,2.0,87.5,4.5,40
xUkr5K9vgjzvLCZBYFZ3Vg,Si Senor Taco's,Santa Barbara,4.5,8,1.0,87.5,4.5,8
1l4-uhraQzNiRjppKyMUUQ,Jeannine's American Bakery Restaurant,Goleta,4.495726495726496,117,2.0,91.45299145299145,4.5,117
NCMTfUJYTasYZ64UuGC-rg,Pizza Online Company,Goleta,4.4953271028037385,107,,82.2429906542056,4.5,105
sk0IM8koYo1o9-k_rpkmxQ,Taqueria Santa Barbara,Santa Barbara,4.494949494949495,99,,82.82828282828282,4.5,95
NORF647ibBQ4U-VNMgzSLg,Oakberry Açaí Bowls and Smoothies,Santa Barbara,4.4935064935064934,77,,87.01298701298701,4.5,77
6EizP0XyqITuGZ8GZMI9Lw,Toma Restaurant & Bar,Santa Barbara,4.491847826086956,1104,3.0,88.04347826086956,4.5,1084
apmw_lkLdwWbeYiI9ysdJg,Bar 29,Santa Barbara,4.4907407407407405,108,2.0,89.81481481481481,4.5,106
hdCu74rz33m3EgDmdDn1SA,Dave’s Dogs,Santa Barbara,4.490566037735849,53,1.0,88.67924528301887,4.5,53
yPSejq3_erxo9zdVYTBnZA,Los Agaves,Santa Barbara,4.48932887631782,3889,2.0,87.1175109282592,4.5,3834
fVUurZgbWXzp2QzDzJzmpA,Pickles & Swiss,Santa Barbara,4.484751203852327,1246,2.0,85.79454253611557,4.5,1213
QaFbv7aLQBcfT4xMF1_WnQ,Rockfire Grill,Goleta,4.47984496124031,1290,1.0,87.98449612403101,4.5,1246
bXrQejeR66IwebuhxPS7GA,Metropulos Fine Foods,Santa Barbara,4.478915662650603,332,2.0,88.85542168674698,4.5,323
gjCxTVItFxk46rCZ-YaiFA,South Coast Deli- Chapala,Santa Barbara,4.478510028653295,349,2.0,86.53295128939828,4.5,340
BZq27sUTa_hruRKXr1x54g,I'a Fish Market and Cafe,Santa Barbara,4.478260869565218,69,2.0,85.5072463768116,4.5,68
0Qs-G8Xs-mz-jmQH5lez5A,Museum Cafe,Santa Barbara,4.478260869565218,23,2.0,91.30434782608695,4.5,22
-fxH1XplVLVtWg2ZJWwRdA,Sam's To Go,Santa Barbara,4.4772727272727275,88,1.0,86.36363636363636,4.5,87
eGI_WepIIjYahIrMVRknfw,Sizzling Lunch,Goleta,4.476190476190476,84,2.0,82.14285714285714,4.5,79
ZmQHzv1pf0fbk-tm8lu0EA,Downey's,Santa Barbara,4.475806451612903,124,4.0,87.90322580645162,4.5,124
aOLFlIQibMg_lT2X4qKM2g,Dean: A Coffee Shop,Goleta,4.474226804123711,97,,88.65979381443299,4.5,96
jMAQupx06hHjie54wV2yNQ,Ruth's Chris Steak House,Santa Barbara,4.466666666666667,15,3.0,86.66666666666667,4.5,15
OzGk7arJv6FPrWqaYSvyKQ,Choi's Oriental Market,Santa Barbara,4.466292134831461,178,2.0,88.20224719101124,4.5,175
s4k1P9FHfPUzw3dqXRp7eA,LOKUM Turkish Delight & Baklava,Santa Barbara,4.463829787234043,235,2.0,87.2340425531915,4.5,234
ZJzlns_dFkapVajmdFHGuw,Embermill,Santa Barbara,4.462616822429907,214,2.0,83.17757009345794,4.5,211
Sp4HOjXy-LYV_4yy10L3jg,Modern Times Academy of Recreational Sciences,Santa Barbara,4.45945945945946,74,2.0,89.1891891891892,4.5,74
O0kQGkmlllaN7oU6sQyzPA,Flir Cafe,Goleta,4.454545454545454,22,1.0,81.81818181818183,4.5,21
c0p9TawJSQHchy5aL8NWgQ,Rosales Mexican Restaurant,Santa Barbara,4.452991452991453,234,2.0,88.88888888888889,4.5,227
oJwMmSZKJOnMboZ_z67MZw,Revolver,Santa Barbara,4.4526315789473685,95,2.0,78.94736842105263,4.5,93
Y0izXh4Dv1_YU68tn43Xiw,Handlebar Coffee Roasters,Santa Barbara,4.450892857142857,224,2.0,88.39285714285714,4.5,221
f7S0WFDy_J1TGahYhnoMLA,OPPI’Z Bistro And Natural Pizza,Santa Barbara,4.445714285714286,175,2.0,80.57142857142857,4.5,170
PPcz-0UtIJ8O7xDT551y2g,Intermezzo By Wine Cask,Santa Barbara,4.444444444444445,144,2.0,86.80555555555556,4.5,141
EEwmN2uP1PmOyxpTstSIxA,Fernando's Churros,Santa Barbara,4.441860465116279,43,1.0,83.72093023255815,4.5,40
4FdsX3MbkcdBRAr1aymF6A,La Paloma Cafe,Santa Barbara,4.441558441558442,77,,85.71428571428571,4.5,77
ejqpFQ0dwO7AZhxTO9fySg,Bossie's Kitchen,Santa Barbara,4.438356164383562,146,2.0,86.3013698630137,4.5,140
9JaoQxrPpDfQ_vbZFgSXIw,Neighbor Tim's BBQ,Goleta,4.4375,16,,93.75,4.5,16
BEzvmorW8ILha6tcSxBBwA,Valentino's Take N Bake Pizza,Santa Barbara,4.434782608695652,69,2.0,79.71014492753623,4.5,69
9ugpNKKhnYRa51qXoxUw_A,Lilly's Tacos,Santa Barbara,4.432584269662922,1246,1.0,87.56019261637239,4.5,1219
3DSgJFIaXjdknbZn3LSnPQ,Dart Coffee Co,Santa Barbara,4.432,125,2.0,88.8,4.5,123
9L-MR0arflwFMF9szEBOOg,California Wine Festival,Santa Barbara,4.428571428571429,7,,71.42857142857143,4.5,7
nTZuJSfwCoNOyA1yS3rbOQ,The Silver Bough,Santa Barbara,4.428571428571429,7,,85.71428571428571,4.5,7
WtGHHomZhFffiL0UiKjGkw,Little Caesars Pizza,Carpinteria,4.428571428571429,14,1.0,71.42857142857143,4.5,13
OqZFZcjKqYwVSGEYb5GhNQ,Dang Burger,Carpinteria,4.428571428571429,14,,71.42857142857143,4.5,13
aFhPwy7OhyKah4cJY2QdEQ,Stonehouse Restaurant,Santa Barbara,4.427745664739884,346,4.0,84.97109826589595,4.5,339
hPzPpfSjgQkpWCD7YjcY-A,Lilac Pâtisserie,Santa Barbara,4.419834710743801,605,2.0,84.79338842975207,4.5,588
T9I4G6Or3sAbyYmB7c23hw,Tino's Italian Grocery,Santa Barbara,4.416666666666667,96,2.0,83.33333333333334,4.5,96
r_UPGh9GHMyBhPVMKVxRuw,Cajé Coffee Roasters,Santa Barbara,4.416666666666667,36,,91.66666666666666,4.5,36
0YI4tyK4MrTAveuj2js4OA,Firehouse Subs,Isla Vista,4.416666666666667,24,1.0,83.33333333333334,4.5,24
gsXBNWHWhHv_f9NcwpVajw,Lighthouse Coffee,Santa Barbara,4.413793103448276,29,1.0,89.65517241379311,4.5,29
LlGIlNJE2Nv_PXkH7l4Wmg,Lilly's Tacos,Goleta,4.413662239089184,527,1.0,85.57874762808349,4.5,517
krTxH1a9kzWgwvt3PVH8pQ,Zookers Cafe,Carpinteria,4.413373860182371,329,2.0,84.49848024316108,4.5,318
8JzURExziDYuCrd7Ve9nDQ,Los Tarascos Bakery and Deli,Santa Barbara,4.409090909090909,44,1.0,88.63636363636364,4.5,44
DdD7j67fu8kM6DkvY4JCIA,Panaderia Veronica,Santa Barbara,4.407407407407407,27,1.0,88.88888888888889,4.5,26
sj2o49ZCq2iJlZxDNrHDaA,Institution Ale Company,Santa Barbara,4.406451612903226,155,2.0,83.87096774193549,4.5,150
9Ekfby4OgzWs96RO8M4tnQ,Caje,Carpinteria,4.4,5,1.0,80.0,4.5,5
HtxYbysdeXwexRrSkKdt2A,Jay C's Place,Isla Vista,4.4,5,,80.0,4.5,5
6HTGlttrzCMsuGBHO1ZGiw,Barbareño,Santa Barbara,4.395734597156398,422,3.0,83.41232227488152,4.5,405
tthy48ZIX_wfY8Dy0Dvg6w,Bouchon,Santa Barbara,4.395427034297243,1487,3.0,83.86012104909213,4.5,1452
3Wy21heeDm8h2tSZfcj6OA,Lure Fish House,Santa Barbara,4.394393741851369,1534,2.0,85.20208604954368,4.5,1453
ol6ATB97MdIuhm6yAGOeMQ,Lucky Llama Coffee,Carpinteria,4.392079207920792,505,1.0,87.32673267326733,4.5,486
27zlxlmlQu9KBr5Vj4MGeg,Pickles & Swiss,Goleta,4.3906633906633905,814,2.0,83.78378378378379,4.5,790
Ey0t4U6yqtxCeMaGPf7GcA,Brummis - the German Taste,Santa Barbara,4.389380530973451,113,2.0,89.38053097345133,4.5,111
4NozMd-0ufrS7sUZ95948w,Island Brewing Company,Carpinteria,4.387453874538745,271,2.0,90.7749077490775,4.5,266
ODvaMIpjD6bHiwQ9-kmECw,Vices & Spices From Around the World,Santa Barbara,4.385542168674699,83,1.0,83.13253012048193,4.5,81
agXY9uFaWAhIzwWsRZB6gQ,Flagstone Pantry,Santa Barbara,4.384615384615385,26,2.0,88.46153846153845,4.5,26
zJpZ-uQ_F0XVgK1u98uWSg,Gloria's Gourmet Kitchen,Santa Barbara,4.384615384615385,13,,84.61538461538461,4.5,13
jR3sTUWCPuOCWpdm8Pn-wQ,Sun Sushi,Santa Barbara,4.383512544802867,279,2.0,83.87096774193549,4.5,270
8Vo6LN9gqULhXzoxj5k6kQ,The Black Sheep,Santa Barbara,4.380434782608695,1012,2.0,82.5098814229249,4.5,983
5t5fKwgnfaT-ScmfTcxwHg,JJ’s Diner,Santa Barbara,4.378787878787879,66,2.0,87.87878787878788,4.5,65
p5rXRkSJtAKcWd4GY71avQ,The Mex Authentic,Santa Barbara,4.375690607734807,181,2.0,88.39779005524862,4.5,175
zZrDoiQIUmiVkifJx0h_KA,Old Town Coffee Downtown,Santa Barbara,4.375,8,,75.0,4.5,8
UiJiURqivPDuvMsFgRF3yQ,The Honey B,Santa Barbara,4.375,216,1.0,85.18518518518519,4.5,215
FpNhzu3w0XgyedhOLDuK8g,Teddy's By The Sea,Carpinteria,4.369565217391305,460,2.0,83.04347826086956,4.5,444
FSWJmMXXKAXdL6mrc-DzBQ,Nordstrom Ebar Artisan Coffee,Santa Barbara,4.363636363636363,22,2.0,86.36363636363636,4.5,21
XYxSB4DQ48O7J6AsnS-Ddg,State Street Wine Bistro,Santa Barbara,4.363636363636363,22,3.0,81.81818181818183,4.5,21
L9CFXQbU79r6PK8Cy9aAgA,Gimeal Cafe,Goleta,4.363344051446945,311,2.0,87.45980707395499,4.5,297
3tvi-OJ_-iK1ecjzSaH-oA,Hook And Press Donuts,Santa Barbara,4.36322869955157,223,1.0,82.51121076233184,4.5,217
VZhRxX3BzU09qK4UlXrN4g,Hugos Restaurant,Carpinteria,4.360544217687075,147,1.0,85.03401360544217,4.5,145
Dr2tI5lPLiXQrE0iZRim9A,Kotuku Elixir Bar & Superfood Store,Santa Barbara,4.358974358974359,39,2.0,84.61538461538461,4.5,38
c-W17u2jiFOD2H_d6uo-bQ,Area 5.1 Winery,Santa Barbara,4.357142857142857,238,2.0,87.81512605042016,4.5,236
yM7eA2uuH3Ch7OYVj3PKSw,Wabi Sabi,Santa Barbara,4.35632183908046,87,2.0,78.16091954022988,4.5,82
5RsVAkDnMrcSbErS6P1eew,Cajé Coffee Roasters - Isla Vista,Isla Vista,4.353383458646617,266,1.0,90.6015037593985,4.5,251
2QvkOHC-pWGiAmvQ9xX64Q,Nardonne's La Famiglia Pizzeria,Santa Barbara,4.351063829787234,94,2.0,84.04255319148936,4.5,92
z-O652VzhRqME3ev9LqH2Q,McMaster's Steak & Hoagie,Isla Vista,4.35,60,1.0,88.33333333333333,4.5,60
pKSB4wXLiS8rd1cAEgD8oA,Shaker Mill,Santa Barbara,4.35,80,,85.0,4.5,79
BErYojCJSO959vzaz9JclQ,Savoy Cafe & Deli,Santa Barbara,4.348122866894198,586,2.0,88.39590443686008,4.5,571
yIAgFdYQY3UdfDn-qO0K7g,Arts & Letters Cafe,Santa Barbara,4.3478260869565215,69,2.0,92.7536231884058,4.5,67
-ALqLSTzkGDMscHdxA1NgA,Su Casa Fresh Mexican Grill,Santa Barbara,4.344827586206897,29,1.0,82.75862068965517,4.5,29
23OxrUaCvvVrwSa1z3xG-w,Recipes Bakery & Gifts: An Australian Coffee House,Santa Barbara,4.343511450381679,131,2.0,86.25954198473282,4.5,128
1FURjeGJi_LBXcJQg8eskw,Padaro Beach Grill,Carpinteria,4.341758241758241,910,2.0,88.02197802197801,4.5,885
dDU-0EW4Asx-RnM-vULFQw,Lighthouse Coffee,Santa Barbara,4.340909090909091,88,,82.95454545454545,4.5,87
XkveGZ8pr9TL5bZCqmzuhA,Hustle & Grind Coffee Company,Santa Barbara,4.34,50,1.0,84.0,4.5,50
YANEffRwcoMTLMfmeY1Y8A,Urkeb,Santa Barbara,4.336633663366337,101,2.0,78.21782178217822,4.5,99
