business_id,name,latitude,longitude,address,city,business_stars,avg_sentiment,price_tier,review_count
-fxH1XplVLVtWg2ZJWwRdA,Sam's To Go,34.400864,-119.72265,"315 Meigs Rd, Ste I",Santa Barbara,4.5,0.8636363636363636,1.0,88
-ipZBVF9nWm1vzrvQ3444A,Habit Burger Grill,34.438324,-119.74965,3890 La Cumbre Plz Ln,Santa Barbara,4.0,0.7647058823529411,1.0,136
-jrT-2bTSDaqJtzHRpY9ag,Dumpling King,34.411716,-119.85696,"966 Embarcadero Del Mar, Ste C",Isla Vista,3.5,0.6181818181818182,1.0,55
-kOUmMiIimNSBIDdFN0x-Q,Beachside Bar-Cafe,34.41705,-119.829216,5905 Sandspit Rd,Goleta,3.5,0.672782874617737,2.0,654
-kY_HDP7IMvGl-kBIZVU4A,Dune Coffee Roasters - Anacapa,34.418995,-119.69507,528 Anacapa St,Santa Barbara,4.0,0.7909090909090909,2.0,330
-kfHz1kimX62QEceFkkB_g,Edomasa,34.435944,-119.72534,2710 De La Vina St,Santa Barbara,3.5,0.7167070217917676,2.0,413
-loV4cB2Uh9TCltTRgGzWQ,Renaud's Patisserie & Bistro,34.42537,-119.70591,"1324 State St, Ste N, Arlington Plaza",Santa Barbara,4.0,0.7979274611398963,2.0,386
-nwNPb3G-0L95igrhkvMtw,Panda Express,34.41872,-119.700165,605 Paseo Nuevo,Santa Barbara,2.5,0.3469387755102041,1.0,49
-r6nmLB5Vi2TLQCxh0_dtw,South Coast Deli- Carrillo,34.421703,-119.70133,10 E Carrillo St,Santa Barbara,4.0,0.8099547511312217,1.0,221
-ujBP1Dw0j1-Ffaz97-LXQ,Lama Dog Tap Room,34.41575,-119.68848,116 Santa Barbara St,Santa Barbara,4.0,0.7983539094650206,2.0,243
04Ss49U_QKYLotcJMAH8cA,Ike’s Love & Sandwiches,34.43074,-119.714264,1936 State St,Santa Barbara,4.0,0.72,2.0,100
06pNHtxgPhGhZpM0Z2uzNw,Hollister Brewing Company,34.429497,-119.87114,6980 Marketplace Dr,Goleta,3.5,0.6362038664323374,2.0,569
07yUvKzFb-yPzJKoT0zamQ,Piranha Restaurant & Sushi Bar,34.419167,-119.69834,714 State St,Santa Barbara,3.0,0.42857142857142855,3.0,7
0LXeNx7wGTqbMSwKkGC3xg,Altamirano Mexican Restaurant,34.426273,-119.684456,"422 N Milpas St, Ste 1",Santa Barbara,4.0,0.8,2.0,25
0Qs-G8Xs-mz-jmQH5lez5A,Museum Cafe,34.42347,-119.703926,1130 State St,Santa Barbara,4.5,0.9130434782608695,2.0,23
0RxU5OglQyPVtLKC1LPgsA,Bree'osh,34.42141,-119.64648,"1150 Coast Village Rd, Ste E",Santa Barbara,4.5,0.8786692759295499,2.0,511
0WrdiQ4qJBu2Gc7wRcIfdw,Tupelo Junction Cafe,34.423943,-119.70494,1218 State St,Santa Barbara,4.0,0.7743490838958534,2.0,1037
0YI4tyK4MrTAveuj2js4OA,Firehouse Subs,34.41192,-119.85482,"6530 Seville Rd., #103",Isla Vista,4.5,0.8333333333333334,1.0,24
0ac5lGA_0wdKDnib3y59Xg,Flor De Maiz,34.413193,-119.68844,29 E Cabrillo Blvd,Santa Barbara,4.0,0.7477272727272727,2.0,440
0c28ysQJ_M1fVToTFV-FWQ,Wingman Rodeo - Montecito Street,34.41171,-119.69605,235 W Montecito St,Santa Barbara,4.0,0.6818181818181818,2.0,44
0cWnURpfrb4MqKSzyVN4SQ,Alcazar Tapas Bar,34.40171,-119.7212,1812 Cliff Dr,Santa Barbara,4.0,0.864516129032258,2.0,155
0f0l62WKla-j2cfnPn7P2Q,The Coffee Bean & Tea Leaf,34.44084,-119.824486,5745 Calle Real,Goleta,3.5,0.6164383561643836,1.0,73
0iHHsSqphxrBWWecYEJcuQ,Cajé Coffee - Arlington St,34.424854,-119.706085,1316 State St,Santa Barbara,4.5,0.9444444444444444,2.0,72
0iLgVQpBeIYYwQZIblTTVw,Cafe 154,34.451096,-119.76009,"4151 Foothill Rd Building A Main Fl, Bldg A",Santa Barbara,4.0,0.8,,10
0it-2gWk_gyuZyEMQzBBuQ,Corktree Cellars Wine Bar & Bistro,34.398174,-119.51881,910 Linden Ave,Carpinteria,4.0,0.7325102880658436,2.0,243
0m0SQSIzM9WcDhJ7UEVCLQ,Ty Lounge,34.417248,-119.641884,1260 Channel Drive,Santa Barbara,4.0,0.8125,3.0,32
0mUVD5sDXZjd66XwATN8XA,Phresh Teas,34.43564,-119.8204,"5599 Hollister Ave, Unit B & C",Goleta,4.0,0.7358490566037735,1.0,106
0nR7jHCkFEzmA1n2b5g1nw,Basil's Italian,34.41933,-119.69597,608 Anacapa St,Santa Barbara,4.5,0.7692307692307693,2.0,65
0qu0fNTOsSmuREYVIMPuIQ,Cold Spring Tavern,34.521626,-119.84056,5995 Stagecoach Rd,Santa Barbara,4.5,0.833011583011583,2.0,1036
0tbscjPg4IzURekIn_CJ1Q,Juice Ranch,34.41446,-119.69444,33 Parker Way,Santa Barbara,4.0,0.7450980392156863,2.0,153
0yD-SZAfjpH36-o7_pospw,Rincon Brewery,34.4129,-119.85781,6583 Pardall Rd,Isla Vista,4.0,0.8,2.0,15
12Gc4OFQ-WAW0fAk2hRZuQ,Kin Bakeshop,34.440628,-119.73678,3404 State St,Santa Barbara,5.0,0.96,,25
18eWJFJbXyR9j_5xfcRLYA,Siam Elephant,34.39651,-119.52168,509 Linden Ave,Carpinteria,4.5,0.8680851063829788,2.0,470
1Du1NruqJwxnzgEUHc42Jw,SB Sunshine Cafe,34.440655,-119.73878,3514 State St,Santa Barbara,4.5,0.8732394366197183,2.0,213
1FURjeGJi_LBXcJQg8eskw,Padaro Beach Grill,34.406834,-119.548584,3765 Santa Claus Ln,Carpinteria,4.5,0.8802197802197802,2.0,910
1J0NIfmrSuV72KzhmYFxMA,Pane E Vino,34.438305,-119.63319,1482 E Valley Rd,Montecito,4.0,0.725,2.0,80
1ONK4BD8Fuh1mfBCrB2aOQ,Crazy Jim's Tacos Y Más,34.4168,-119.695885,505 State St,Santa Barbara,4.0,0.7222222222222222,,18
1U8Kt44FIkC7RnJsNjaMTA,Teru Japanese Cuisine,34.424408,-119.70606,1305 State St,Santa Barbara,4.5,0.8857142857142857,,35
1cYZIJM5P3yOsIjq8qxoSw,On the Side,34.435947,-119.85413,6521 Pardall Rd,Isla Vista,3.5,0.5714285714285714,2.0,7
1hRWfuA-8THwYsDYgj-oIg,Holdren's Grill,34.42944,-119.87011,6920 Market Pl Dr,Goleta,2.5,0.3469387755102041,3.0,49
1kVnChI4aqsPw9i2PVqkkw,Fresco Cafe,34.43942,-119.75142,"3987 State St, Ste B",Santa Barbara,4.0,0.7624113475177305,2.0,282
1l4-uhraQzNiRjppKyMUUQ,Jeannine's American Bakery Restaurant,34.43119,-119.87406,"7060 Hollister Ave, Ste 105",Goleta,4.5,0.9145299145299145,2.0,117
1lwulkAD5htni3rbHW8oeg,Subway,34.40215,-119.72255,"1940 Cliff Dr, Ste B-13",Santa Barbara,3.0,0.4166666666666667,1.0,12
1oGCzoCC6HnQWpdK9cCP0g,Low Pigeon Coffee Roasters,34.4213,-119.69101,401 E Haley St,Santa Barbara,5.0,0.9361702127659575,2.0,94
1pYZMmpdy2MviWBbagMwbA,Italian & Greek Delicatessen,34.418854,-119.697685,636 State St,Santa Barbara,4.5,0.8333333333333334,1.0,6
1pd4VYTww1UWDVai2r2RKg,805 Boba,34.41895,-119.69974,213 Paseo Nuevo,Santa Barbara,3.0,0.5118110236220472,1.0,254
1rC0hBT49gVljFQYTIGIaA,The James Joyce,34.417065,-119.69614,513 State St,Santa Barbara,3.5,0.7168674698795181,2.0,166
1xsBRB203LiYLcC3mktfdA,Kunin Wines,34.41528,-119.68991,116 E Yanonali St,Santa Barbara,4.0,0.7543859649122807,2.0,171
2-cH9tqCu3yHRJJoKTYjHw,European Deli,34.442764,-119.83062,149 N Fairview Ave,Goleta,4.5,0.8181818181818182,1.0,11
22q2wGlAmJN8MkhZl2RzRw,Sakura Express,34.4198,-119.70019,819 State St,Santa Barbara,2.0,0.29411764705882354,1.0,34
23OxrUaCvvVrwSa1z3xG-w,Recipes Bakery & Gifts: An Australian Coffee House,34.420242,-119.694664,604 Santa Barbara St,Santa Barbara,4.5,0.8625954198473282,2.0,131
27zlxlmlQu9KBr5Vj4MGeg,Pickles & Swiss,34.431133,-119.87429,"7060 Hollister Ave, Ste 102",Goleta,4.5,0.8378378378378378,2.0,814
29YqJwOGEuAWqlHZxMc1OA,Paradise Cafe,34.420036,-119.69685,702 Anacapa St,Santa Barbara,3.5,0.6643835616438356,2.0,292
29t8lDBLiwkEd1HA356dOw,Bagel Cafe,34.41097,-119.85713,6551 Trigo Rd,Goleta,4.0,0.7150127226463104,1.0,393
2DBo3WFKwpbtl9kJzuroIg,Mika,34.42877,-119.871605,7020 Market Place Dr,Goleta,2.5,0.34375,2.0,32
2N9WHETHcYJsfYpHQ-qN_A,Crushcakes Cafe & Simply Pies,34.435413,-119.81233,5392 Hollister Ave,Goleta,3.5,0.6441717791411042,2.0,163
2OJqIloZMAZXCW3uzF8jJw,El Sitio,34.424942,-119.67113,138 S Salinas St,Santa Barbara,4.0,0.5789473684210527,1.0,38
2QaNH5-RCRNIkToUOBc22Q,La Salsa Fresh Mexican Grill,34.439514,-119.75163,"3987 State St, Ste D",Santa Barbara,4.0,0.8846153846153846,2.0,26
2QvkOHC-pWGiAmvQ9xX64Q,Nardonne's La Famiglia Pizzeria,34.418095,-119.69853,17 W Ortega St,Santa Barbara,4.5,0.8404255319148937,2.0,94
2RtyOlU9mwyVisvgOECaDA,Uniboil,34.43542,-119.82037,"5599 Hollister Ave, Unit C",Goleta,4.0,0.6926605504587156,2.0,218
2T7622XwGOhJf7O4ND_XBA,Angry Wings,34.413273,-119.85478,6530 Pardall Rd,Isla Vista,3.5,0.5454545454545454,2.0,55
2WHu0k5VVM1Pn9AFzkSBlA,Here's the Scoop,34.420914,-119.64496,1187 Coast Village Rd,Montecito,3.5,0.6936936936936937,2.0,111
2Y0L3Hf6U-76jGvviKy5pA,El Taco Grande,34.395855,-119.51167,1096 Casitas Pass Rd,Carpinteria,3.0,0.5726495726495726,1.0,117
2YnQAJdeFrcgPa8MqIYcDg,Cody's Cafe,34.43662,-119.79173,4898 Hollister Ave,Santa Barbara,3.5,0.698051948051948,2.0,308
2YoQRByvTjdP4GSVnPcANA,Pastavino,34.42963,-119.87038,"Camino Real Marketplace, 6920 Market Pl Dr",Goleta,3.0,0.4423076923076923,2.0,52
2aP9wvEqpGLLDVpWTWlAog,Reynaldo's  Bakery,34.398335,-119.519485,895 Linden Ave,Carpinteria,4.5,0.8345864661654135,1.0,133
2bl6G1zgXUHbMGwEocqMSg,Daves Dogs - Cart,34.41962,-119.676765,132 S Milpas St,Santa Barbara,5.0,0.9753086419753086,1.0,162
2h3SEwpI6fiuTF9mcN1S_Q,El Zarape,34.41856,-119.7161,1435 San Andres St,Santa Barbara,4.0,0.7816091954022989,1.0,87
2nF2syYoD5VBFk01le6NkA,Montecito Deli & Catering,34.4214,-119.64642,1150 Coast Village Rd,Santa Barbara,4.5,0.875,1.0,32
2pBNVsJo3a3CPbInUu9lvQ,Char West,34.40976,-119.68534,221 Stearns Wharf,Santa Barbara,3.0,0.4925373134328358,2.0,134
2rv-W-PBYciHvOhruq8rlg,Java Jones,34.413136,-119.85661,"6560 Pardall Rd, Ste C",Goleta,3.5,0.6666666666666666,1.0,15
2swMZVA832zkmdPBrddPRQ,Backyard Bowls,34.441513,-119.82313,5668 Calle Real,Goleta,4.5,0.8445378151260504,1.0,238
2xxkaRy7rP5EUyjFt2J5kA,Nikka Ramen,34.440884,-119.823524,5701 Calle Real,Goleta,4.5,0.8263888888888888,2.0,576
3-dQbvti2EpSfs9jKcyIjQ,State & A Bar and Grill,34.423332,-119.7048,1201 State St,Santa Barbara,3.0,0.4838709677419355,2.0,31
304FY8qhcOpm9SIkrzmhoQ,Reunion Kitchen + Drink,34.41702,-119.668976,1118 E Cabrillo Blvd,Santa Barbara,4.5,0.9032258064516129,2.0,62
34Eqv8jXgxg_EEwcsNgeeg,Backyard Bowls,34.415115,-119.694496,331 Motor Way,Santa Barbara,4.0,0.8313432835820895,2.0,670
3DSgJFIaXjdknbZn3LSnPQ,Dart Coffee Co,34.415806,-119.6899,121 E Yanonali St,Santa Barbara,4.5,0.888,2.0,125
3ESm27p4DACKCpzZmiRxgw,Mala Town,34.413,-119.85649,6555 Pardall Rd,Goleta,4.0,0.6,,5
3RtMd3VZ21WL5auDr6Jp9A,Cafe Zoma,34.420986,-119.70121,918 State St,Santa Barbara,4.0,0.75,2.0,28
3VrqxApK-iwfRohlAuIt0g,Cajun Kitchen Cafe,34.441135,-119.83163,6025 Calle Real,Goleta,4.0,0.7368421052631579,2.0,114
3Wy21heeDm8h2tSZfcj6OA,Lure Fish House,34.43885,-119.74816,"3815 State St, Ste G131",Santa Barbara,4.5,0.8520208604954368,2.0,1534
3XjwPkcbuhssRwZKnoYOyQ,The Pan,34.418148,-119.69621,18 E Cota St,Santa Barbara,4.0,0.8095238095238095,2.0,21
3bZADX_g9efvqGXaAY7Kbg,Petros Restaurant,34.42475,-119.70617,1316 State St,Santa Barbara,4.0,0.7025641025641025,2.0,195
3cnjGli5iwGsUF06Dne9Yg,Challwa,34.42465,-119.68669,724 E Haley St,Santa Barbara,4.5,1.0,,5
3czlT5lRF9uKmGZ2rknJqA,Santa Barbara Tamales To Go,34.436592,-119.69204,20 E Cota St,Santa Barbara,4.5,0.6666666666666666,2.0,9
3fH5YQKRJu55TFPnMhv1ZQ,Freeman's Flying Chicken,34.430134,-119.73796,3400 Calle Real,Santa Barbara,3.5,0.6060606060606061,2.0,33
3fpAmsSuEFNF29UUPpgwlw,Spudnuts & Bagels,34.440197,-119.7414,3629 State St,Santa Barbara,4.5,0.9433333333333334,1.0,300
3lty2YUwjp61iUqNgKVEMw,Marmalade Cafe,34.43846,-119.748344,3825 State St,Santa Barbara,3.5,0.5675675675675675,2.0,185
3rzlcCvPUJ56jvYWl7iGvA,Modern Times Kitchen,34.416534,-119.69458,418 State St,Santa Barbara,4.5,0.9259259259259259,2.0,54
3tvi-OJ_-iK1ecjzSaH-oA,Hook And Press Donuts,34.4233,-119.70285,15 East Figueroa St,Santa Barbara,4.5,0.8251121076233184,1.0,223
3xJ_6qxRA0sdUm3ThCPiCw,Giannfranco's Trattoria,34.396652,-119.52079,666 Linden Ave,Carpinteria,4.0,0.6666666666666666,2.0,282
425FOxIzHPcOB0niWc6-1w,Spudnuts Donuts,34.418987,-119.704796,"220 W Carrillo St, Ste 1",Santa Barbara,3.5,0.6,1.0,100
42cHjHD6Kkv7Ms3-lLsimw,Takenoya,34.441933,-119.82864,5934 Calle Real,Goleta,2.5,0.3783783783783784,2.0,74
45D7B9CqiUTTPUFcqmLx5Q,Live Oak Cafe,34.430313,-119.72093,2220 Bath St,Santa Barbara,4.5,0.8726591760299626,2.0,267
45Ut-AN8h3c88-pYTrGBnA,PokeCeviche,34.413013,-119.85723,901 Embarcadero Del Mar,Goleta,4.0,0.6086956521739131,2.0,161
49Sy1N3MTnK6Eslh1tgZQQ,Matty's Hot Chicken,34.423607,-119.707054,38 W Victoria St,Santa Barbara,3.5,0.75,,12
4D7QDfPOsSPfKxBi3gs_qQ,Olio Pizzeria,34.423813,-119.70605,"11 W Victoria St, Ste 21",Santa Barbara,4.0,0.75625,2.0,640
4F3wxihvRNXK9cuxlOOJBg,Blaze Pizza,34.413296,-119.85591,6546 Pardall Rd,Goleta,3.5,0.6918238993710691,1.0,159
4FdsX3MbkcdBRAr1aymF6A,La Paloma Cafe,34.42004,-119.69685,702 Anacapa St,Santa Barbara,4.5,0.8571428571428571,,77
4IqrY1mXK65HgrrgkpE-cw,Sushi | Bar Montecito,34.421246,-119.6404,1295 Coast Village Rd,Montecito,4.5,0.9186046511627907,4.0,86
4KAuy-zNBxD9QvnkldwEww,The Marquee,34.423664,-119.70483,1212 State St,Santa Barbara,4.0,0.7872340425531915,2.0,47
4NozMd-0ufrS7sUZ95948w,Island Brewing Company,34.3956,-119.52069,5049 6th St,Carpinteria,4.5,0.9077490774907749,2.0,271
4VW4_ghjdYw0Wl40Voa9cw,Delgado's Mexican Foods,34.402115,-119.52977,4401 Carpinteria Ave,Carpinteria,3.5,0.5975609756097561,2.0,246
4a_3ninzpidm2MwMcdRJ-g,Elephant Bar Restaurant,34.43354,-119.835396,521 Firestone Road,Goleta,3.0,0.4235294117647059,2.0,85
4ejnTeRzv8z102DBIWjQLg,Ca' Dario Pizzeria,34.425224,-119.70492,29 E Victoria St,Santa Barbara,4.0,0.6475409836065574,2.0,122
4h4Uskb7B8OTI7oDR7wImQ,Mesa Burger - Goleta,34.429356,-119.87182,7010 Market Pl Dr,Goleta,4.0,0.7272727272727273,2.0,110
4haTJpBzX-7ilN77LWAIDw,California Crisp Cafe,34.419273,-119.69843,718 State St,Santa Barbara,3.5,0.6,2.0,10
4kfbEcAMepvkjt3H7INYBg,The Good Lion,34.42378,-119.704796,1212 State St,Santa Barbara,4.5,0.9116809116809117,2.0,351
4lWMnL-wLekry77FwaruSQ,Fat Mo's Burgers,34.413136,-119.85655,6558 Pardall Rd,Isla Vista,2.0,0.4,,10
4sOLSCiwSdHhzcXC9Sd0xQ,Northstar Coffee,34.420883,-119.70105,918 State St,Santa Barbara,4.0,0.9130434782608695,2.0,23
4uspKB1d3pGdgjOClA-UkQ,Cajun Kitchen Cafe,34.428574,-119.716385,"1924 De La Vina St, Ste A",Santa Barbara,4.0,0.8135593220338984,2.0,236
4xBkP-W_WaOzBiP8yD7yvg,The Nugget Bar and Grill,34.423523,-119.706245,21 W Victoria St,Santa Barbara,4.0,0.7962962962962963,2.0,54
4yBeWUqxuru02oZccjDN7Q,Taqueria Altamirano,34.415367,-119.691315,217 E Anacapa St,Santa Barbara,4.5,0.8333333333333334,1.0,12
4z2Frpficc3NqHkGfpMXJQ,Senor Frog's,34.39804,-119.519135,892 Linden Ave,Carpinteria,3.0,0.5086206896551724,2.0,116
52ov7d0148JvYG78_c-Bsw,goa taco,34.41924,-119.69839,718 State St,Santa Barbara,4.0,0.7923728813559322,2.0,236
5B-m3Nir02zheQnEGopV0w,Killer Shrimp,34.416508,-119.694405,416 State St,Santa Barbara,4.0,0.7414965986394558,2.0,147
5GUA13zYgw4_8F6qUMU_LA,Green Star Coffee,34.423546,-119.7069,38 W Victoria St,Santa Barbara,4.5,0.8412698412698413,1.0,63
5RsVAkDnMrcSbErS6P1eew,Cajé Coffee Roasters - Isla Vista,34.412,-119.85514,948 Embarcadero Del Norte,Isla Vista,4.5,0.9060150375939849,1.0,266
5YKOs_VGFHgUv7DSMLaQeA,Finestra Cafe,34.422997,-119.70272,15 E Figueroa St,Santa Barbara,3.0,0.6,,5
5Z3uvoIoOFUzTmrBmIJv2g,Nona's Italian Deli,34.424297,-119.69474,415 E De La Guerra St,Santa Barbara,3.0,0.5263157894736842,1.0,38
5ZXMarIwfGjOxo9KD5oFQQ,Gaucho Cafe,34.44,-119.83103,At the UCen,Goleta,4.0,0.8,1.0,5
5dGu7C1UEPLs_FIj_Qin0g,Santa Barbara Organic Kitchen,34.41611,-119.689674,"205 Santa Barbara St, Ste B",Santa Barbara,3.5,0.8,2.0,5
5kZFpY6mXiNZzZcotXbfVA,Lovin Oven Mediterranean,34.411335,-119.85769,6578 Trigo Rd,Goleta,4.0,0.7777777777777778,1.0,54
5lGOPqwxBNR9hfA9mFr2vA,Mac N Cheese After Dark,34.4162,-119.69516,423 State St,Santa Barbara,4.5,0.8285714285714286,1.0,140
5p_14QRkLFd6QyhpPzfW3A,Left At Albuquerque,34.418938,-119.69801,700 State St,Santa Barbara,3.0,0.46153846153846156,2.0,26
5pyYBpuNOAqgN9nSpk8vaQ,Madison's Sports Grill,34.41727,-119.69654,525 State St,Santa Barbara,3.0,0.4927536231884058,2.0,69
5t5fKwgnfaT-ScmfTcxwHg,JJ’s Diner,34.416046,-119.6949,413 State St,Santa Barbara,4.5,0.8787878787878788,2.0,66
5tVPbd0gJZHyEEWpXW7vCg,Wing's Restaurant,34.439705,-119.770836,4427 Hollister Ave,Santa Barbara,3.5,0.6216216216216216,1.0,37
5tkZfqkwx6axbN9P5UlC8w,Taco Bell,34.396606,-119.51342,1045 Casitas Pass Road,Carpinteria,2.5,0.4117647058823529,1.0,34
5uNCvNy9L6peKeKP1RRPyg,Saigon Vietnamese Restaurant,34.424294,-119.70531,"1230 State St, Unit A",Santa Barbara,3.5,0.5466321243523317,2.0,386
5vIfUavd23X3lBzjnnc4QA,Winchell's Donuts,34.423798,-119.68151,202 N Milpas,Santa Barbara,3.0,0.6190476190476191,1.0,21
5vObJIHLO-QOMrw_MvC4rA,The Worker Bee Cafe,34.398827,-119.5188,973 Linden Ave,Carpinteria,4.0,0.8209658421672555,2.0,849
64Rl3pT4Md4-8ckeaNVZCQ,Bucatini,34.41684,-119.69523,436 State St,Santa Barbara,3.5,0.5492957746478874,2.0,284
69_5ZefofuhXv2ymn-xc9A,South Coast Deli- Isla Vista,34.412975,-119.85478,6521 Pardall Rd,Isla Vista,4.0,0.8481012658227848,1.0,158
6E9KjyDAdL_vDQCWwhj_KA,Crushcakes & Cafe,34.399296,-119.51901,4945 Carpinteria Ave,Carpinteria,3.5,0.7100371747211895,2.0,269
6EPPtwJR1kdIfHiCjzCzuw,The Harbor Restaurant,34.410477,-119.686844,210 Stearns Wharf,Santa Barbara,3.5,0.577962577962578,2.0,481
6EizP0XyqITuGZ8GZMI9Lw,Toma Restaurant & Bar,34.408634,-119.6935,324 West Cabrillo Blvd,Santa Barbara,4.5,0.8804347826086957,3.0,1104
6HKIfenWg3zt2CYx4D5r_Q,Tepeyac Taquitos,34.418934,-119.70424,201 W Carrillo St,Santa Barbara,3.5,0.6666666666666666,1.0,6
6HTGlttrzCMsuGBHO1ZGiw,Barbareño,34.418045,-119.70295,205 W Canon Perdido St,Santa Barbara,4.5,0.8341232227488151,3.0,422
6KtMnjvgO1F79P7tCnEKOA,Carpinteria and Linden Pub,34.39932,-119.51855,4954 Carpinteria Ave,Carpinteria,3.5,0.7878787878787878,1.0,33
6MXO883UaicdJuobFkKJUw,Lucky Dragon,34.429684,-119.86702,"6831 Hollister Ave, Ste B",Goleta,3.5,0.5978260869565217,2.0,92
6RBZfirnzE4NahJTn1UPNA,La Super-Rica Taqueria,34.427944,-119.68729,622 N Milpas St,Santa Barbara,4.0,0.7119866814650389,1.0,1802
6RBrYMiAf8jFJI4fDoQpcw,De La Guerra Dining Commons,34.40963,-119.84503,1501 Residential Services,Santa Barbara,3.0,0.6666666666666666,2.0,6
6TciI6uBdrd8z1av1YleLg,Pepe's Mexican Restaurant,34.435165,-119.82865,254 Orange Ave,Goleta,3.5,0.6886792452830188,2.0,212
6VVbLYay8czrjKJ4xRoTxQ,Judge For Yourself Cafe,34.42599,-119.70266,1218 Santa Barbara St,Santa Barbara,4.5,0.868421052631579,2.0,114
6aUb_f9C7a2oOxaIfRGSdA,Chicken in a Barrel BBQ-Goleta,34.44082,-119.82376,5711 Calle Real,Goleta,4.0,0.7478991596638656,2.0,119
6acxMT_WGbA-cUN5RXpIfw,Momma Donna,34.416157,-119.69483,413 State St,Santa Barbara,5.0,0.9444444444444444,2.0,18
6afesz8yZhjOgijkWl4jig,The Coffee Bean & Tea Leaf,34.41985,-119.69992,811 State St,Santa Barbara,3.5,0.5641025641025641,1.0,78
6kPHr6gZaU9732ptn9gJrA,La Guerrerita Mexican Food,34.435905,-119.82307,"5698 Hollister Ave, Ste A",Goleta,4.0,0.7878787878787878,1.0,132
6smGb7xv5fDbBsLgW1WC2w,Shintori Sushi Factory,34.44023,-119.728325,3001 State St,Santa Barbara,3.5,0.708994708994709,2.0,189
72yw_QJwkKEjpa7CumQCeQ,Rusty's Pizza Parlor,34.441055,-119.831505,6025 Calle Real,Goleta,2.5,0.36,2.0,25
748Tn5Hsf4LMCCA_WxVBfA,Little Asia,34.41233,-119.85498,6527 Madrid Rd,Isla Vista,2.5,0.3793103448275862,1.0,29
7Bu1EQENC0M77VcU-jxATA,The Fig Grill,34.441826,-119.82913,5940 Calle Real,Goleta,3.0,0.48148148148148145,2.0,27
7IdIGemGZodDAA_9mJCigA,Farmer Boy,34.440044,-119.73734,3427 State St,Santa Barbara,4.0,0.7566539923954373,2.0,263
7grEnJV48N6BxbEP3uxISA,Mr B Restaurant & Cafe,34.436726,-119.74869,"140 S Hope Ave, Ste A102",Santa Barbara,4.0,0.8095238095238095,2.0,21
7kLn2XsFwyJ-yFn4qx40TQ,Buena Onda at Mosaic Locale,34.42292,-119.70442,1131 State St,Santa Barbara,4.5,0.9142857142857143,,35
7o-p4IlitJ-SbSCZ84vHqQ,Campus Point Coffee,34.413277,-119.85677,6560 Pardall Rd,Goleta,4.5,0.9,1.0,10
