business_id,name,city,avg_rating,std_rating,review_count,avg_sentiment,median_price
4haTJpBzX-7ilN77LWAIDw,California Crisp Cafe,Santa Barbara,3.5,1.1785113019775793,10,0.6,2.0
4kfbEcAMepvkjt3H7INYBg,The Good Lion,Santa Barbara,4.584045584045584,0.921599006805416,351,0.9116809116809117,2.0
4lWMnL-wLekry77FwaruSQ,Fat Mo's Burgers,Isla Vista,2.2,1.5491933384829668,10,0.4,
4sOLSCiwSdHhzcXC9Sd0xQ,Northstar Coffee,Santa Barbara,4.130434782608695,0.9197009309398038,23,0.9130434782608695,2.0
4uspKB1d3pGdgjOClA-UkQ,Cajun Kitchen Cafe,Santa Barbara,4.1059322033898304,1.1380305775259556,236,0.8135593220338984,2.0
4xBkP-W_WaOzBiP8yD7yvg,The Nugget Bar and Grill,Santa Barbara,3.8518518518518516,1.2650215511238638,54,0.7962962962962963,2.0
4yBeWUqxuru02oZccjDN7Q,Taqueria Altamirano,Santa Barbara,4.333333333333333,0.9847319278346618,12,0.8333333333333334,1.0
4z2Frpficc3NqHkGfpMXJQ,Senor Frog's,Carpinteria,3.189655172413793,1.5654630824994455,116,0.5086206896551724,2.0
52ov7d0148JvYG78_c-Bsw,goa taco,Santa Barbara,4.211864406779661,1.2228442249761489,236,0.7923728813559322,2.0
5B-m3Nir02zheQnEGopV0w,Killer Shrimp,Santa Barbara,3.761904761904762,1.2892247502359724,147,0.7414965986394558,2.0
5GUA13zYgw4_8F6qUMU_LA,Green Star Coffee,Santa Barbara,4.317460317460317,0.9971798431220569,63,0.8412698412698413,1.0
5RsVAkDnMrcSbErS6P1eew,Cajé Coffee Roasters - Isla Vista,Isla Vista,4.353383458646617,0.9805311515689082,266,0.9060150375939849,1.0
5YKOs_VGFHgUv7DSMLaQeA,Finestra Cafe,Santa Barbara,2.8,1.0954451150103321,5,0.6,
5Z3uvoIoOFUzTmrBmIJv2g,Nona's Italian Deli,Santa Barbara,3.0526315789473686,1.5930146233877358,38,0.5263157894736842,1.0
5ZXMarIwfGjOxo9KD5oFQQ,Gaucho Cafe,Goleta,4.0,0.7071067811865476,5,0.8,1.0
5dGu7C1UEPLs_FIj_Qin0g,Santa Barbara Organic Kitchen,Santa Barbara,3.6,1.6733200530681511,5,0.8,2.0
5kZFpY6mXiNZzZcotXbfVA,Lovin Oven Mediterranean,Goleta,4.0,1.3175162452902711,54,0.7777777777777778,1.0
5lGOPqwxBNR9hfA9mFr2vA,Mac N Cheese After Dark,Santa Barbara,4.292857142857143,1.1284192073438708,140,0.8285714285714286,1.0
5p_14QRkLFd6QyhpPzfW3A,Left At Albuquerque,Santa Barbara,2.8076923076923075,1.3570329625836144,26,0.46153846153846156,2.0
5pyYBpuNOAqgN9nSpk8vaQ,Madison's Sports Grill,Santa Barbara,2.782608695652174,1.1865615823659568,69,0.4927536231884058,2.0
5t5fKwgnfaT-ScmfTcxwHg,JJ’s Diner,Santa Barbara,4.378787878787879,0.9729440100129333,66,0.8787878787878788,2.0
5tVPbd0gJZHyEEWpXW7vCg,Wing's Restaurant,Santa Barbara,3.4864864864864864,1.2828272080236083,37,0.6216216216216216,1.0
5tkZfqkwx6axbN9P5UlC8w,Taco Bell,Carpinteria,2.5588235294117645,1.6549499025758003,34,0.4117647058823529,1.0
5uNCvNy9L6peKeKP1RRPyg,Saigon Vietnamese Restaurant,Santa Barbara,3.2875647668393784,1.4225277582764733,386,0.5466321243523317,2.0
5vIfUavd23X3lBzjnnc4QA,Winchell's Donuts,Santa Barbara,3.0952380952380953,1.670471846657761,21,0.6190476190476191,1.0
5vObJIHLO-QOMrw_MvC4rA,The Worker Bee Cafe,Carpinteria,4.168433451118964,1.2686876745961382,849,0.8209658421672555,2.0
64Rl3pT4Md4-8ckeaNVZCQ,Bucatini,Santa Barbara,3.3028169014084505,1.388948996968486,284,0.5492957746478874,2.0
69_5ZefofuhXv2ymn-xc9A,South Coast Deli- Isla Vista,Isla Vista,4.1645569620253164,1.0934708340360646,158,0.8481012658227848,1.0
6E9KjyDAdL_vDQCWwhj_KA,Crushcakes & Cafe,Carpinteria,3.6951672862453533,1.4181706177379962,269,0.7100371747211895,2.0
6EPPtwJR1kdIfHiCjzCzuw,The Harbor Restaurant,Santa Barbara,3.318087318087318,1.491875665292855,481,0.577962577962578,2.0
6EizP0XyqITuGZ8GZMI9Lw,Toma Restaurant & Bar,Santa Barbara,4.491847826086956,0.9958784649671353,1104,0.8804347826086957,3.0
6HKIfenWg3zt2CYx4D5r_Q,Tepeyac Taquitos,Santa Barbara,3.3333333333333335,1.0327955589886444,6,0.6666666666666666,1.0
6HTGlttrzCMsuGBHO1ZGiw,Barbareño,Santa Barbara,4.395734597156398,1.133502257970379,422,0.8341232227488151,3.0
6KtMnjvgO1F79P7tCnEKOA,Carpinteria and Linden Pub,Carpinteria,3.8181818181818183,1.5502932273957373,33,0.7878787878787878,1.0
6MXO883UaicdJuobFkKJUw,Lucky Dragon,Goleta,3.4565217391304346,1.6402428356684806,92,0.5978260869565217,2.0
6RBZfirnzE4NahJTn1UPNA,La Super-Rica Taqueria,Santa Barbara,4.005549389567148,1.2084159137490988,1802,0.7119866814650389,1.0
6RBrYMiAf8jFJI4fDoQpcw,De La Guerra Dining Commons,Santa Barbara,3.0,1.6733200530681511,6,0.6666666666666666,2.0
6TciI6uBdrd8z1av1YleLg,Pepe's Mexican Restaurant,Goleta,3.650943396226415,1.3598330872635975,212,0.6886792452830188,2.0
6VVbLYay8czrjKJ4xRoTxQ,Judge For Yourself Cafe,Santa Barbara,4.2631578947368425,1.0812368497656302,114,0.868421052631579,2.0
6aUb_f9C7a2oOxaIfRGSdA,Chicken in a Barrel BBQ-Goleta,Goleta,4.184873949579832,1.2070863263374658,119,0.7478991596638656,2.0
6acxMT_WGbA-cUN5RXpIfw,Momma Donna,Santa Barbara,4.777777777777778,0.5483188805533162,18,0.9444444444444444,2.0
6afesz8yZhjOgijkWl4jig,The Coffee Bean & Tea Leaf,Santa Barbara,3.4358974358974357,1.4468034051798788,78,0.5641025641025641,1.0
6kPHr6gZaU9732ptn9gJrA,La Guerrerita Mexican Food,Goleta,4.128787878787879,1.2805372383430529,132,0.7878787878787878,1.0
6smGb7xv5fDbBsLgW1WC2w,Shintori Sushi Factory,Santa Barbara,3.7195767195767195,1.3993493285398486,189,0.708994708994709,2.0
72yw_QJwkKEjpa7CumQCeQ,Rusty's Pizza Parlor,Goleta,2.68,1.5198684153570663,25,0.36,2.0
748Tn5Hsf4LMCCA_WxVBfA,Little Asia,Isla Vista,2.6206896551724137,1.0827805840074194,29,0.3793103448275862,1.0
7Bu1EQENC0M77VcU-jxATA,The Fig Grill,Goleta,3.185185185185185,1.6878989451394444,27,0.48148148148148145,2.0
7IdIGemGZodDAA_9mJCigA,Farmer Boy,Santa Barbara,4.079847908745247,1.2919645876973291,263,0.7566539923954373,2.0
7grEnJV48N6BxbEP3uxISA,Mr B Restaurant & Cafe,Santa Barbara,4.190476190476191,1.4006801069140529,21,0.8095238095238095,2.0
7kLn2XsFwyJ-yFn4qx40TQ,Buena Onda at Mosaic Locale,Santa Barbara,4.714285714285714,0.8250286473253903,35,0.9142857142857143,
7o-p4IlitJ-SbSCZ84vHqQ,Campus Point Coffee,Goleta,4.5,0.97182531580755,10,0.9,1.0
7oPREWTlY8RIMfwT1R0YYw,SALTY at the Beach,Santa Barbara,3.857142857142857,1.3328156344851112,70,0.7428571428571429,
7tO1ZfWN6OEo1pWtdgxfqA,The Melting Pot,Santa Barbara,4.0,0.8944271909999159,11,0.6363636363636364,3.0
7wSnkgOORRCqVDa_n8Upxg,Garrett's Old Fashioned Restaurant,Santa Barbara,4.223300970873787,1.1152640876114444,515,0.8349514563106796,2.0
7wcHZ80HLJVwUijAH_efJQ,Breakwater Restaurant,Santa Barbara,3.408450704225352,1.4881050200253012,213,0.6244131455399061,2.0
7yR4oQcapZBKCkRLB3Isig,El Torito,Santa Barbara,2.5737704918032787,1.4349524216959513,183,0.3825136612021858,2.0
8BUr8GviR2o_b-brO21wwQ,Kyle's Isla Vista,Isla Vista,2.25,1.4847711791873703,12,0.25,
8FgcWn7bdMC-TMrE4Q3xMg,Bangkok Palace,Santa Barbara,3.2916666666666665,1.3201923350097284,48,0.5625,2.0
8JzURExziDYuCrd7Ve9nDQ,Los Tarascos Bakery and Deli,Santa Barbara,4.409090909090909,1.1677484162422844,44,0.8863636363636364,1.0
8Lbz0hfE4MWzd7yDu9atBA,Uncorked Wine Tasting and Kitchen,Santa Barbara,4.872611464968153,0.4899779514882636,157,0.9745222929936306,2.0
8MQNb0Cnkfq-G1OIViukjQ,Seagrass Restaurant,Santa Barbara,3.9683257918552037,1.3763890183159873,221,0.7058823529411765,3.0
8MoqZqlNN9AXzG91_Hpc_Q,Dargan's Irish Pub & Restaurant,Santa Barbara,4.085910652920962,1.1549775840144167,291,0.8178694158075601,2.0
8RlO6NuhWzXktp-1croq5A,Szechuan Restaurant,Santa Barbara,3.7540983606557377,1.4419435638450537,244,0.6967213114754098,2.0
8Vo6LN9gqULhXzoxj5k6kQ,The Black Sheep,Santa Barbara,4.380434782608695,1.1112822228082415,1012,0.825098814229249,2.0
8WltHaNG6wD1d4h3LE_zaA,Kogilicious,Isla Vista,3.9689922480620154,1.0528086282662854,129,0.8527131782945736,1.0
8_r9EZL6vX5fPBoVh3gUrA,La Playa Azul Cafe,Santa Barbara,4.009118541033435,1.2651191069648817,329,0.7537993920972644,2.0
8qGe4GQYyZstFhYa0rvpIg,McDonald's,Goleta,1.9152542372881356,1.329870820706364,59,0.13559322033898305,1.0
8r_n8JdKQ0gePm2neSkL7A,Sushi Ai,Goleta,3.0129310344827585,1.604864368177203,232,0.4870689655172414,2.0
92Z2WFvC86Qy3TOI-oBGVg,Fiesta Market & Deli,Carpinteria,4.0,1.4675987714106855,27,0.7407407407407407,1.0
95NWdx75Gwy4r_IGGuCnmQ,Juice N Things,Carpinteria,4.0,1.5811388300841895,25,0.76,
9CBW1G-JR9ioTgwFTK6kbQ,Minnow Cafe,Santa Barbara,3.8333333333333335,0.7177405625652734,12,0.8333333333333334,1.0
