business_id,name,city,address,yelp_rating,median_price,dataset_reviews,avg_sentiment,dataset_avg_rating,value_score
1pYZMmpdy2MviWBbagMwbA,Italian & Greek Delicatessen,Santa Barbara,636 State St,4.5,1.0,6,0.8333333333333334,4.333333333333333,4.333333333333333
1pd4VYTww1UWDVai2r2RKg,805 Boba,Santa Barbara,213 Paseo Nuevo,3.0,1.0,254,0.5118110236220472,3.1850393700787403,3.1850393700787403
1rC0hBT49gVljFQYTIGIaA,The James Joyce,Santa Barbara,513 State St,3.5,2.0,166,0.7168674698795181,3.7590361445783134,1.8795180722891567
1xsBRB203LiYLcC3mktfdA,Kunin Wines,Santa Barbara,116 E Yanonali St,4.0,2.0,171,0.7543859649122807,3.9005847953216373,1.9502923976608186
2-cH9tqCu3yHRJJoKTYjHw,European Deli,Goleta,149 N Fairview Ave,4.5,1.0,11,0.8181818181818182,4.545454545454546,4.545454545454546
22q2wGlAmJN8MkhZl2RzRw,Sakura Express,Santa Barbara,819 State St,2.0,1.0,34,0.29411764705882354,1.9411764705882353,1.9411764705882353
23OxrUaCvvVrwSa1z3xG-w,Recipes Bakery & Gifts: An Australian Coffee House,Santa Barbara,604 Santa Barbara St,4.5,2.0,131,0.8625954198473282,4.343511450381679,2.1717557251908395
27zlxlmlQu9KBr5Vj4MGeg,Pickles & Swiss,Goleta,"7060 Hollister Ave, Ste 102",4.5,2.0,814,0.8378378378378378,4.3906633906633905,2.1953316953316953
29YqJwOGEuAWqlHZxMc1OA,Paradise Cafe,Santa Barbara,702 Anacapa St,3.5,2.0,292,0.6643835616438356,3.51027397260274,1.75513698630137
29t8lDBLiwkEd1HA356dOw,Bagel Cafe,Goleta,6551 Trigo Rd,4.0,1.0,393,0.7150127226463104,3.849872773536896,3.849872773536896
2DBo3WFKwpbtl9kJzuroIg,Mika,Goleta,7020 Market Place Dr,2.5,2.0,32,0.34375,2.46875,1.234375
2N9WHETHcYJsfYpHQ-qN_A,Crushcakes Cafe & Simply Pies,Goleta,5392 Hollister Ave,3.5,2.0,163,0.6441717791411042,3.6134969325153374,1.8067484662576687
2OJqIloZMAZXCW3uzF8jJw,El Sitio,Santa Barbara,138 S Salinas St,4.0,1.0,38,0.5789473684210527,3.789473684210526,3.789473684210526
2QaNH5-RCRNIkToUOBc22Q,La Salsa Fresh Mexican Grill,Santa Barbara,"3987 State St, Ste D",4.0,2.0,26,0.8846153846153846,4.115384615384615,2.0576923076923075
2QvkOHC-pWGiAmvQ9xX64Q,Nardonne's La Famiglia Pizzeria,Santa Barbara,17 W Ortega St,4.5,2.0,94,0.8404255319148937,4.351063829787234,2.175531914893617
2RtyOlU9mwyVisvgOECaDA,Uniboil,Goleta,"5599 Hollister Ave, Unit C",4.0,2.0,218,0.6926605504587156,3.9908256880733943,1.9954128440366972
2T7622XwGOhJf7O4ND_XBA,Angry Wings,Isla Vista,6530 Pardall Rd,3.5,2.0,55,0.5454545454545454,3.4,1.7
2WHu0k5VVM1Pn9AFzkSBlA,Here's the Scoop,Montecito,1187 Coast Village Rd,3.5,2.0,111,0.6936936936936937,3.6396396396396398,1.8198198198198199
2Y0L3Hf6U-76jGvviKy5pA,El Taco Grande,Carpinteria,1096 Casitas Pass Rd,3.0,1.0,117,0.5726495726495726,3.1709401709401708,3.1709401709401708
2YnQAJdeFrcgPa8MqIYcDg,Cody's Cafe,Santa Barbara,4898 Hollister Ave,3.5,2.0,308,0.698051948051948,3.675324675324675,1.8376623376623376
2YoQRByvTjdP4GSVnPcANA,Pastavino,Goleta,"Camino Real Marketplace, 6920 Market Pl Dr",3.0,2.0,52,0.4423076923076923,2.9038461538461537,1.4519230769230769
2aP9wvEqpGLLDVpWTWlAog,Reynaldo's  Bakery,Carpinteria,895 Linden Ave,4.5,1.0,133,0.8345864661654135,4.2481203007518795,4.2481203007518795
2bl6G1zgXUHbMGwEocqMSg,Daves Dogs - Cart,Santa Barbara,132 S Milpas St,5.0,1.0,162,0.9753086419753086,4.833333333333333,4.833333333333333
2h3SEwpI6fiuTF9mcN1S_Q,El Zarape,Santa Barbara,1435 San Andres St,4.0,1.0,87,0.7816091954022989,4.137931034482759,4.137931034482759
2nF2syYoD5VBFk01le6NkA,Montecito Deli & Catering,Santa Barbara,1150 Coast Village Rd,4.5,1.0,32,0.875,4.28125,4.28125
2pBNVsJo3a3CPbInUu9lvQ,Char West,Santa Barbara,221 Stearns Wharf,3.0,2.0,134,0.4925373134328358,2.8208955223880596,1.4104477611940298
2rv-W-PBYciHvOhruq8rlg,Java Jones,Goleta,"6560 Pardall Rd, Ste C",3.5,1.0,15,0.6666666666666666,3.533333333333333,3.533333333333333
2swMZVA832zkmdPBrddPRQ,Backyard Bowls,Goleta,5668 Calle Real,4.5,1.0,238,0.8445378151260504,4.226890756302521,4.226890756302521
2xxkaRy7rP5EUyjFt2J5kA,Nikka Ramen,Goleta,5701 Calle Real,4.5,2.0,576,0.8263888888888888,4.295138888888889,2.1475694444444446
3-dQbvti2EpSfs9jKcyIjQ,State & A Bar and Grill,Santa Barbara,1201 State St,3.0,2.0,31,0.4838709677419355,2.903225806451613,1.4516129032258065
304FY8qhcOpm9SIkrzmhoQ,Reunion Kitchen + Drink,Santa Barbara,1118 E Cabrillo Blvd,4.5,2.0,62,0.9032258064516129,4.629032258064516,2.314516129032258
34Eqv8jXgxg_EEwcsNgeeg,Backyard Bowls,Santa Barbara,331 Motor Way,4.0,2.0,670,0.8313432835820895,4.250746268656717,2.1253731343283584
3DSgJFIaXjdknbZn3LSnPQ,Dart Coffee Co,Santa Barbara,121 E Yanonali St,4.5,2.0,125,0.888,4.432,2.216
3RtMd3VZ21WL5auDr6Jp9A,Cafe Zoma,Santa Barbara,918 State St,4.0,2.0,28,0.75,3.8214285714285716,1.9107142857142858
3VrqxApK-iwfRohlAuIt0g,Cajun Kitchen Cafe,Goleta,6025 Calle Real,4.0,2.0,114,0.7368421052631579,4.12280701754386,2.06140350877193
3Wy21heeDm8h2tSZfcj6OA,Lure Fish House,Santa Barbara,"3815 State St, Ste G131",4.5,2.0,1534,0.8520208604954368,4.394393741851369,2.1971968709256844
3XjwPkcbuhssRwZKnoYOyQ,The Pan,Santa Barbara,18 E Cota St,4.0,2.0,21,0.8095238095238095,4.0476190476190474,2.0238095238095237
3bZADX_g9efvqGXaAY7Kbg,Petros Restaurant,Santa Barbara,1316 State St,4.0,2.0,195,0.7025641025641025,3.8923076923076922,1.9461538461538461
3czlT5lRF9uKmGZ2rknJqA,Santa Barbara Tamales To Go,Santa Barbara,20 E Cota St,4.5,2.0,9,0.6666666666666666,4.0,2.0
3fH5YQKRJu55TFPnMhv1ZQ,Freeman's Flying Chicken,Santa Barbara,3400 Calle Real,3.5,2.0,33,0.6060606060606061,3.5757575757575757,1.7878787878787878
3fpAmsSuEFNF29UUPpgwlw,Spudnuts & Bagels,Santa Barbara,3629 State St,4.5,1.0,300,0.9433333333333334,4.73,4.73
3lty2YUwjp61iUqNgKVEMw,Marmalade Cafe,Santa Barbara,3825 State St,3.5,2.0,185,0.5675675675675675,3.3675675675675674,1.6837837837837837
3rzlcCvPUJ56jvYWl7iGvA,Modern Times Kitchen,Santa Barbara,418 State St,4.5,2.0,54,0.9259259259259259,4.574074074074074,2.287037037037037
3tvi-OJ_-iK1ecjzSaH-oA,Hook And Press Donuts,Santa Barbara,15 East Figueroa St,4.5,1.0,223,0.8251121076233184,4.36322869955157,4.36322869955157
3xJ_6qxRA0sdUm3ThCPiCw,Giannfranco's Trattoria,Carpinteria,666 Linden Ave,4.0,2.0,282,0.6666666666666666,3.8156028368794326,1.9078014184397163
425FOxIzHPcOB0niWc6-1w,Spudnuts Donuts,Santa Barbara,"220 W Carrillo St, Ste 1",3.5,1.0,100,0.6,3.5,3.5
42cHjHD6Kkv7Ms3-lLsimw,Takenoya,Goleta,5934 Calle Real,2.5,2.0,74,0.3783783783783784,2.445945945945946,1.222972972972973
45D7B9CqiUTTPUFcqmLx5Q,Live Oak Cafe,Santa Barbara,2220 Bath St,4.5,2.0,267,0.8726591760299626,4.322097378277154,2.161048689138577
45Ut-AN8h3c88-pYTrGBnA,PokeCeviche,Goleta,901 Embarcadero Del Mar,4.0,2.0,161,0.6086956521739131,3.7950310559006213,1.8975155279503106
4D7QDfPOsSPfKxBi3gs_qQ,Olio Pizzeria,Santa Barbara,"11 W Victoria St, Ste 21",4.0,2.0,640,0.75625,4.0390625,2.01953125
4F3wxihvRNXK9cuxlOOJBg,Blaze Pizza,Goleta,6546 Pardall Rd,3.5,1.0,159,0.6918238993710691,3.6792452830188678,3.6792452830188678
4IqrY1mXK65HgrrgkpE-cw,Sushi | Bar Montecito,Montecito,1295 Coast Village Rd,4.5,4.0,86,0.9186046511627907,4.72093023255814,1.180232558139535
4KAuy-zNBxD9QvnkldwEww,The Marquee,Santa Barbara,1212 State St,4.0,2.0,47,0.7872340425531915,3.9148936170212765,1.9574468085106382
4NozMd-0ufrS7sUZ95948w,Island Brewing Company,Carpinteria,5049 6th St,4.5,2.0,271,0.9077490774907749,4.387453874538745,2.1937269372693726
4VW4_ghjdYw0Wl40Voa9cw,Delgado's Mexican Foods,Carpinteria,4401 Carpinteria Ave,3.5,2.0,246,0.5975609756097561,3.4065040650406506,1.7032520325203253
4a_3ninzpidm2MwMcdRJ-g,Elephant Bar Restaurant,Goleta,521 Firestone Road,3.0,2.0,85,0.4235294117647059,2.788235294117647,1.3941176470588235
4ejnTeRzv8z102DBIWjQLg,Ca' Dario Pizzeria,Santa Barbara,29 E Victoria St,4.0,2.0,122,0.6475409836065574,3.778688524590164,1.889344262295082
4h4Uskb7B8OTI7oDR7wImQ,Mesa Burger - Goleta,Goleta,7010 Market Pl Dr,4.0,2.0,110,0.7272727272727273,3.881818181818182,1.940909090909091
4haTJpBzX-7ilN77LWAIDw,California Crisp Cafe,Santa Barbara,718 State St,3.5,2.0,10,0.6,3.5,1.75
4kfbEcAMepvkjt3H7INYBg,The Good Lion,Santa Barbara,1212 State St,4.5,2.0,351,0.9116809116809117,4.584045584045584,2.292022792022792
4sOLSCiwSdHhzcXC9Sd0xQ,Northstar Coffee,Santa Barbara,918 State St,4.0,2.0,23,0.9130434782608695,4.130434782608695,2.0652173913043477
4uspKB1d3pGdgjOClA-UkQ,Cajun Kitchen Cafe,Santa Barbara,"1924 De La Vina St, Ste A",4.0,2.0,236,0.8135593220338984,4.1059322033898304,2.0529661016949152
4xBkP-W_WaOzBiP8yD7yvg,The Nugget Bar and Grill,Santa Barbara,21 W Victoria St,4.0,2.0,54,0.7962962962962963,3.8518518518518516,1.9259259259259258
4yBeWUqxuru02oZccjDN7Q,Taqueria Altamirano,Santa Barbara,217 E Anacapa St,4.5,1.0,12,0.8333333333333334,4.333333333333333,4.333333333333333
4z2Frpficc3NqHkGfpMXJQ,Senor Frog's,Carpinteria,892 Linden Ave,3.0,2.0,116,0.5086206896551724,3.189655172413793,1.5948275862068966
52ov7d0148JvYG78_c-Bsw,goa taco,Santa Barbara,718 State St,4.0,2.0,236,0.7923728813559322,4.211864406779661,2.1059322033898304
5B-m3Nir02zheQnEGopV0w,Killer Shrimp,Santa Barbara,416 State St,4.0,2.0,147,0.7414965986394558,3.761904761904762,1.880952380952381
5GUA13zYgw4_8F6qUMU_LA,Green Star Coffee,Santa Barbara,38 W Victoria St,4.5,1.0,63,0.8412698412698413,4.317460317460317,4.317460317460317
5RsVAkDnMrcSbErS6P1eew,Cajé Coffee Roasters - Isla Vista,Isla Vista,948 Embarcadero Del Norte,4.5,1.0,266,0.9060150375939849,4.353383458646617,4.353383458646617
5Z3uvoIoOFUzTmrBmIJv2g,Nona's Italian Deli,Santa Barbara,415 E De La Guerra St,3.0,1.0,38,0.5263157894736842,3.0526315789473686,3.0526315789473686
5ZXMarIwfGjOxo9KD5oFQQ,Gaucho Cafe,Goleta,At the UCen,4.0,1.0,5,0.8,4.0,4.0
5dGu7C1UEPLs_FIj_Qin0g,Santa Barbara Organic Kitchen,Santa Barbara,"205 Santa Barbara St, Ste B",3.5,2.0,5,0.8,3.6,1.8
5kZFpY6mXiNZzZcotXbfVA,Lovin Oven Mediterranean,Goleta,6578 Trigo Rd,4.0,1.0,54,0.7777777777777778,4.0,4.0
5lGOPqwxBNR9hfA9mFr2vA,Mac N Cheese After Dark,Santa Barbara,423 State St,4.5,1.0,140,0.8285714285714286,4.292857142857143,4.292857142857143
5p_14QRkLFd6QyhpPzfW3A,Left At Albuquerque,Santa Barbara,700 State St,3.0,2.0,26,0.46153846153846156,2.8076923076923075,1.4038461538461537
5pyYBpuNOAqgN9nSpk8vaQ,Madison's Sports Grill,Santa Barbara,525 State St,3.0,2.0,69,0.4927536231884058,2.782608695652174,1.391304347826087
5t5fKwgnfaT-ScmfTcxwHg,JJ’s Diner,Santa Barbara,413 State St,4.5,2.0,66,0.8787878787878788,4.378787878787879,2.1893939393939394
5tVPbd0gJZHyEEWpXW7vCg,Wing's Restaurant,Santa Barbara,4427 Hollister Ave,3.5,1.0,37,0.6216216216216216,3.4864864864864864,3.4864864864864864
5tkZfqkwx6axbN9P5UlC8w,Taco Bell,Carpinteria,1045 Casitas Pass Road,2.5,1.0,34,0.4117647058823529,2.5588235294117645,2.5588235294117645
5uNCvNy9L6peKeKP1RRPyg,Saigon Vietnamese Restaurant,Santa Barbara,"1230 State St, Unit A",3.5,2.0,386,0.5466321243523317,3.2875647668393784,1.6437823834196892
5vIfUavd23X3lBzjnnc4QA,Winchell's Donuts,Santa Barbara,202 N Milpas,3.0,1.0,21,0.6190476190476191,3.0952380952380953,3.0952380952380953
5vObJIHLO-QOMrw_MvC4rA,The Worker Bee Cafe,Carpinteria,973 Linden Ave,4.0,2.0,849,0.8209658421672555,4.168433451118964,2.084216725559482
64Rl3pT4Md4-8ckeaNVZCQ,Bucatini,Santa Barbara,436 State St,3.5,2.0,284,0.5492957746478874,3.3028169014084505,1.6514084507042253
69_5ZefofuhXv2ymn-xc9A,South Coast Deli- Isla Vista,Isla Vista,6521 Pardall Rd,4.0,1.0,158,0.8481012658227848,4.1645569620253164,4.1645569620253164
6E9KjyDAdL_vDQCWwhj_KA,Crushcakes & Cafe,Carpinteria,4945 Carpinteria Ave,3.5,2.0,269,0.7100371747211895,3.6951672862453533,1.8475836431226766
6EPPtwJR1kdIfHiCjzCzuw,The Harbor Restaurant,Santa Barbara,210 Stearns Wharf,3.5,2.0,481,0.577962577962578,3.318087318087318,1.659043659043659
6EizP0XyqITuGZ8GZMI9Lw,Toma Restaurant & Bar,Santa Barbara,324 West Cabrillo Blvd,4.5,3.0,1104,0.8804347826086957,4.491847826086956,1.497282608695652
6HKIfenWg3zt2CYx4D5r_Q,Tepeyac Taquitos,Santa Barbara,201 W Carrillo St,3.5,1.0,6,0.6666666666666666,3.3333333333333335,3.3333333333333335
6HTGlttrzCMsuGBHO1ZGiw,Barbareño,Santa Barbara,205 W Canon Perdido St,4.5,3.0,422,0.8341232227488151,4.395734597156398,1.4652448657187993
6KtMnjvgO1F79P7tCnEKOA,Carpinteria and Linden Pub,Carpinteria,4954 Carpinteria Ave,3.5,1.0,33,0.7878787878787878,3.8181818181818183,3.8181818181818183
6MXO883UaicdJuobFkKJUw,Lucky Dragon,Goleta,"6831 Hollister Ave, Ste B",3.5,2.0,92,0.5978260869565217,3.4565217391304346,1.7282608695652173
6RBZfirnzE4NahJTn1UPNA,La Super-Rica Taqueria,Santa Barbara,622 N Milpas St,4.0,1.0,1802,0.7119866814650389,4.005549389567148,4.005549389567148
6RBrYMiAf8jFJI4fDoQpcw,De La Guerra Dining Commons,Santa Barbara,1501 Residential Services,3.0,2.0,6,0.6666666666666666,3.0,1.5
6TciI6uBdrd8z1av1YleLg,Pepe's Mexican Restaurant,Goleta,254 Orange Ave,3.5,2.0,212,0.6886792452830188,3.650943396226415,1.8254716981132075
6VVbLYay8czrjKJ4xRoTxQ,Judge For Yourself Cafe,Santa Barbara,1218 Santa Barbara St,4.5,2.0,114,0.868421052631579,4.2631578947368425,2.1315789473684212
6aUb_f9C7a2oOxaIfRGSdA,Chicken in a Barrel BBQ-Goleta,Goleta,5711 Calle Real,4.0,2.0,119,0.7478991596638656,4.184873949579832,2.092436974789916
6acxMT_WGbA-cUN5RXpIfw,Momma Donna,Santa Barbara,413 State St,5.0,2.0,18,0.9444444444444444,4.777777777777778,2.388888888888889
6afesz8yZhjOgijkWl4jig,The Coffee Bean & Tea Leaf,Santa Barbara,811 State St,3.5,1.0,78,0.5641025641025641,3.4358974358974357,3.4358974358974357
6kPHr6gZaU9732ptn9gJrA,La Guerrerita Mexican Food,Goleta,"5698 Hollister Ave, Ste A",4.0,1.0,132,0.7878787878787878,4.128787878787879,4.128787878787879
6smGb7xv5fDbBsLgW1WC2w,Shintori Sushi Factory,Santa Barbara,3001 State St,3.5,2.0,189,0.708994708994709,3.7195767195767195,1.8597883597883598
72yw_QJwkKEjpa7CumQCeQ,Rusty's Pizza Parlor,Goleta,6025 Calle Real,2.5,2.0,25,0.36,2.68,1.34
748Tn5Hsf4LMCCA_WxVBfA,Little Asia,Isla Vista,6527 Madrid Rd,2.5,1.0,29,0.3793103448275862,2.6206896551724137,2.6206896551724137
7Bu1EQENC0M77VcU-jxATA,The Fig Grill,Goleta,5940 Calle Real,3.0,2.0,27,0.48148148148148145,3.185185185185185,1.5925925925925926
7IdIGemGZodDAA_9mJCigA,Farmer Boy,Santa Barbara,3427 State St,4.0,2.0,263,0.7566539923954373,4.079847908745247,2.0399239543726235
7grEnJV48N6BxbEP3uxISA,Mr B Restaurant & Cafe,Santa Barbara,"140 S Hope Ave, Ste A102",4.0,2.0,21,0.8095238095238095,4.190476190476191,2.0952380952380953
7o-p4IlitJ-SbSCZ84vHqQ,Campus Point Coffee,Goleta,6560 Pardall Rd,4.5,1.0,10,0.9,4.5,4.5
7tO1ZfWN6OEo1pWtdgxfqA,The Melting Pot,Santa Barbara,608 Anacapa St,4.0,3.0,11,0.6363636363636364,4.0,1.3333333333333333
7wSnkgOORRCqVDa_n8Upxg,Garrett's Old Fashioned Restaurant,Santa Barbara,2001 State St,4.0,2.0,515,0.8349514563106796,4.223300970873787,2.1116504854368934
